-0.00168603	-0.00143466	0.00040994	-0.00042563	-0.00539071	0.01137277	0.79315442	0.54803967	0.24588890
-0.00083321	-0.00390832	0.00080825	0.00194593	-0.00623563	0.00799926	0.79398513	0.54556572	0.24633311
-0.00041823	-0.00397281	-0.00042227	0.00131373	-0.00464581	0.00878516	0.79437762	0.54549962	0.24514800
0.00022222	-0.00311957	0.00055788	-0.00081015	-0.00501213	0.00979555	0.79499543	0.54635012	0.24617331
0.00174952	-0.00289059	0.00033643	-0.00080992	-0.00491272	0.00570170	0.79649979	0.54657489	0.24599640
0.00066341	-0.00216888	0.00017379	0.00054392	-0.00369548	0.00372709	0.79539073	0.54729098	0.24587780
-0.00155718	-0.00289825	0.00328682	0.00412742	-0.00287549	0.00674948	0.79314721	0.54655463	0.24903420
-0.00047247	-0.00385994	0.00507086	0.00763580	-0.00269987	0.00943521	0.79420900	0.54558450	0.25086099
0.00239729	-0.00174402	0.00629432	0.00434977	-0.00612967	0.01050859	0.79705602	0.54769039	0.25212669
0.00326232	0.00015295	0.00704411	0.00091545	-0.00811106	0.00915257	0.79789859	0.54957598	0.25291860
0.00018623	0.00004649	0.00670616	0.00271714	-0.00619803	0.00878457	0.79480040	0.54945678	0.25262269
-0.00194619	0.00058425	0.00430014	0.00140820	-0.00716687	0.00979012	0.79264629	0.54998052	0.25025889
-0.00127631	0.00078147	-0.00128763	-0.00153564	-0.00873393	0.00966300	0.79329503	0.55016249	0.24471369
-0.00155284	-0.00049862	-0.00701452	-0.00014791	-0.00727142	0.00996876	0.79299778	0.54886627	0.23902960
-0.00014887	-0.00102209	-0.00943180	-0.00018048	-0.00490932	0.00918398	0.79438138	0.54832590	0.23665500
0.00217247	-0.00064503	-0.00506114	-0.00173758	-0.00338810	0.00909766	0.79668278	0.54868531	0.24106780
0.00266917	-0.00085906	-0.00080804	-0.00078255	-0.00630004	0.01010425	0.79716003	0.54845279	0.24536200
0.00132587	-0.00159737	-0.00120060	-0.00090940	-0.01062627	0.01117239	0.79579782	0.54769540	0.24500941
-0.00105588	-0.00302776	0.00261122	-0.00113803	-0.01109740	0.01306976	0.79339790	0.54624540	0.24885990
0.00034441	-0.00572546	0.00681815	0.00104949	-0.01064275	0.01052493	0.79478067	0.54352731	0.25310439
0.00244242	-0.00841720	0.00462336	0.00254274	-0.00925597	0.00732305	0.79686189	0.54081452	0.25094599
0.00235270	-0.00793346	0.00179595	0.00186514	-0.00520606	0.00542218	0.79675609	0.54127610	0.24815430
0.00160135	-0.00562835	0.00082267	0.00013122	-0.00230314	0.00167073	0.79598957	0.54355782	0.24721600
-0.00085864	-0.00541424	-0.00014428	-0.00068512	-0.00446018	0.00348720	0.79351538	0.54374713	0.24628340
-0.00038666	-0.00549698	-0.00099032	0.00010420	-0.00690177	0.00732301	0.79397410	0.54363787	0.24547100
0.00005184	-0.00588316	-0.00071472	0.00176868	-0.00359513	0.00936741	0.79440022	0.54322350	0.24577960
-0.00207667	-0.00628992	-0.00044117	0.00243311	-0.00176571	0.00960949	0.79226011	0.54278690	0.24608530
-0.00008534	-0.00376488	-0.00056693	0.00147227	-0.00356436	0.00417804	0.79424047	0.54528010	0.24599080
0.00190940	-0.00276951	0.00106891	0.00202386	-0.00310606	0.00185134	0.79622519	0.54624182	0.24765700
0.00225321	-0.00423596	0.00263848	0.00244244	-0.00221460	0.00075035	0.79655951	0.54473978	0.24925610
0.00346019	-0.00415794	0.00167673	0.00177169	0.00057757	-0.00281925	0.79775792	0.54478049	0.24832299
0.00284711	-0.00197531	-0.00051739	0.00340499	0.00347849	-0.00301722	0.79713708	0.54692400	0.24615671
0.00255945	0.00067758	-0.00301892	0.00362267	-0.00032447	-0.00410233	0.79684269	0.54953611	0.24368230
0.00231565	-0.00103411	-0.00439856	0.00228751	-0.00482470	-0.00345965	0.79659331	0.54778212	0.24232890
0.00109962	-0.00353175	-0.00346421	0.00188454	-0.00392803	-0.00211157	0.79537272	0.54524082	0.24328840
0.00152435	-0.00263435	-0.00141663	-0.00039864	-0.00242216	-0.00474577	0.79579419	0.54609329	0.24536000
0.00198428	-0.00290753	0.00295709	-0.00045386	-0.00243788	-0.00529501	0.79625201	0.54577422	0.24975631
0.00209448	-0.00294286	0.00653897	0.00150591	-0.00221573	-0.00323002	0.79636121	0.54569179	0.25335971
0.00202669	-0.00248385	-0.00010457	-0.00030302	-0.00398572	-0.00068226	0.79629368	0.54610270	0.24673650
-0.00033480	-0.00297507	-0.00887191	-0.00241490	-0.00523926	-0.00103944	0.79393357	0.54556251	0.23798870
-0.00215417	-0.00249129	-0.00706688	-0.00299993	-0.00225362	-0.00227822	0.79211688	0.54599631	0.23981220
-0.00107614	-0.00225663	-0.00492842	-0.00296468	0.00045247	-0.00065795	0.79319853	0.54618019	0.24196769
-0.00068699	-0.00088315	-0.00618536	-0.00178270	0.00320473	-0.00237762	0.79359210	0.54750222	0.24072610
-0.00073452	0.00099874	-0.00487817	-0.00050378	0.00600983	-0.00749922	0.79354978	0.54933190	0.24204680
0.00078164	0.00056829	-0.00663452	0.00252505	0.00495414	-0.01056200	0.79507178	0.54884893	0.24030180
0.00051108	0.00093954	-0.00750752	0.00550767	0.00438608	-0.00675300	0.79480761	0.54916728	0.23943800
-0.00219584	0.00249261	-0.00382389	0.00191807	0.00599375	-0.00219303	0.79210770	0.55066758	0.24312830
-0.00470074	0.00288039	-0.00363013	-0.00384078	0.00538485	-0.00694427	0.78961009	0.55100268	0.24332620
-0.00439048	0.00290014	-0.00413065	-0.00288627	0.00225941	-0.01085286	0.78992790	0.55097032	0.24282721
-0.00110139	0.00155209	-0.00359948	0.00070143	0.00076614	-0.00906816	0.79322451	0.54957092	0.24335730
0.00089604	-0.00188326	-0.00406749	0.00190057	0.00292144	-0.00660814	0.79522932	0.54608500	0.24288550
0.00180035	-0.00309863	-0.00257676	0.00117027	0.00435503	-0.00230925	0.79614067	0.54482001	0.24436989
0.00191772	-0.00248506	-0.00134335	-0.00066808	0.00399947	-0.00173139	0.79626501	0.54538488	0.24559429
0.00086398	-0.00366532	-0.00092087	0.00022327	0.00380580	-0.00532319	0.79521811	0.54415691	0.24600540
0.00175779	-0.00346705	-0.00139722	0.00106908	0.00112991	-0.00680603	0.79611880	0.54430813	0.24551520
0.00146986	-0.00194461	-0.00412587	-0.00053674	-0.00254753	-0.00546985	0.79583782	0.54578418	0.24277060
0.00027049	-0.00183941	-0.00522819	-0.00064951	-0.00286355	-0.00424911	0.79464543	0.54584360	0.24165019
0.00115202	-0.00222405	-0.00266637	-0.00101006	-0.00143775	-0.00807310	0.79553401	0.54541379	0.24419171
0.00137379	-0.00448988	0.00112272	-0.00054870	0.00078254	-0.01173798	0.79576302	0.54310328	0.24795841
0.00150522	-0.00625709	0.00099887	0.00098226	0.00548976	-0.01290611	0.79590178	0.54129177	0.24781020
0.00051857	-0.00330518	0.00044086	0.00182475	0.00948269	-0.01513090	0.79492271	0.54419982	0.24722610
-0.00053594	-0.00033526	0.00547725	0.00511101	0.00791160	-0.01325259	0.79387599	0.54712588	0.25223500
0.00033745	-0.00151757	0.00771720	0.00643253	0.00305876	-0.01056276	0.79475731	0.54589999	0.25444630
0.00010824	-0.00205836	0.00190305	0.00461931	0.00198607	-0.00912627	0.79453617	0.54531580	0.24860290
0.00082504	-0.00006325	-0.00479899	0.00450551	0.00456890	-0.00912665	0.79526132	0.54726768	0.24187119
0.00184744	0.00014135	-0.00516627	0.00405024	0.00539937	-0.01278401	0.79629201	0.54742932	0.24147400
0.00072168	-0.00005253	-0.00488110	0.00251488	0.00728622	-0.01123424	0.79517478	0.54719287	0.24172880
-0.00078446	0.00094389	-0.00825600	0.00056436	0.01171144	-0.01057340	0.79367727	0.54814720	0.23832300
-0.00111494	0.00065666	-0.00374180	-0.00054090	0.01177421	-0.01315511	0.79335558	0.54781842	0.24280560
0.00114610	0.00000080	0.00204261	0.00003071	0.00638805	-0.01069708	0.79562563	0.54712170	0.24855749
0.00172287	0.00007620	-0.00134665	-0.00038133	0.00013150	-0.01044214	0.79621130	0.54715687	0.24513499
0.00137906	0.00139214	-0.00227233	-0.00158221	-0.00251461	-0.00895271	0.79587650	0.54843360	0.24417530
0.00343527	0.00290173	-0.00132390	-0.00293998	-0.00271497	-0.00643338	0.79794192	0.54990482	0.24508920
0.00196541	0.00277586	-0.00271561	-0.00365728	-0.00265099	-0.00824279	0.79648137	0.54974163	0.24366240
0.00028744	0.00087955	-0.00219930	-0.00273081	0.00095278	-0.00749278	0.79481310	0.54780912	0.24414299
0.00189014	-0.00305097	-0.00160482	-0.00183860	0.00215828	-0.00680809	0.79642582	0.54384369	0.24470130
0.00104887	-0.00466149	-0.00030212	-0.00033272	-0.00002794	-0.00562449	0.79559487	0.54219961	0.24596740
0.00008817	-0.00261265	0.00029448	0.00091470	0.00099573	-0.00453100	0.79464477	0.54421592	0.24652700
0.00054178	-0.00171669	-0.00100576	0.00037131	0.00117296	-0.00694027	0.79510939	0.54508030	0.24518950
0.00213172	-0.00118700	-0.00107958	0.00144683	0.00258564	-0.00767930	0.79671073	0.54557908	0.24507821
0.00497624	0.00103359	-0.00444016	0.00312521	0.00515581	-0.01150016	0.79956692	0.54776973	0.24168010
0.00324437	0.00286503	-0.00794319	0.00241795	0.00683623	-0.01552085	0.79784709	0.54957187	0.23813930
0.00038807	0.00247001	-0.00202021	0.00233636	0.01037263	-0.01298127	0.79500341	0.54914862	0.24402420
0.00022028	0.00176017	0.00314413	0.00361004	0.00672420	-0.01202398	0.79484880	0.54841149	0.24915010
-0.00192294	0.00234891	-0.00238449	0.00386253	0.00204665	-0.01215868	0.79271942	0.54897410	0.24358280
-0.00203705	0.00338300	-0.00598988	0.00346065	0.00564192	-0.01131261	0.79261941	0.54998332	0.23993839
0.00094883	0.00403222	-0.00099479	0.00262294	0.00558627	-0.01270823	0.79561973	0.55060911	0.24489430
0.00183371	0.00312070	0.00126505	-0.00044804	0.00261375	-0.01307240	0.79651922	0.54967558	0.24711470
0.00268903	0.00323596	-0.00140329	-0.00368528	0.00213026	-0.01226088	0.79738933	0.54977059	0.24440670
0.00389876	0.00383945	-0.00140992	-0.00155236	0.00222334	-0.01189388	0.79861408	0.55035549	0.24436040
0.00362383	0.00216044	0.00076520	0.00232596	0.00333828	-0.01055698	0.79835451	0.54865992	0.24649580
0.00251433	0.00214378	0.00130628	0.00212312	0.00298009	-0.01024445	0.79726088	0.54862851	0.24699730
-0.00042761	0.00333784	-0.00181477	0.00239965	0.00177489	-0.01263352	0.79433542	0.54980981	0.24383689
-0.00281873	0.00450143	-0.00525691	0.00338755	-0.00031672	-0.01304555	0.79196119	0.55096263	0.24035570
-0.00135480	0.00576130	-0.00322723	0.00248601	-0.00205584	-0.01015565	0.79344231	0.55221373	0.24234650
-0.00000931	0.00534823	-0.00130439	0.00288528	0.00145676	-0.00974445	0.79480529	0.55179417	0.24423049
-0.00175856	0.00564905	-0.00316395	0.00302258	0.00271794	-0.01057954	0.79307359	0.55209082	0.24233229
-0.00453602	0.00489904	-0.00342724	0.00256173	0.00085854	-0.01104860	0.79031360	0.55133921	0.24203029
-0.00529558	0.00339920	-0.00232797	0.00305210	0.00605752	-0.01339141	0.78957129	0.54984021	0.24309090
-0.00322615	0.00365851	0.00239032	0.00241974	0.01034701	-0.01329084	0.79165751	0.55010301	0.24777059
-0.00278145	0.00241218	0.01010829	0.00135027	0.00789910	-0.01199718	0.79211831	0.54886270	0.25545001
-0.00367623	0.00166461	0.01014611	-0.00097795	0.00650746	-0.01334489	0.79123861	0.54812372	0.25544980
